,V4_bck,V4_fig1,V4_fig2
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,0.0,0.0,0.0
9,0.0,0.0,0.0
10,0.0,0.0,0.0
11,0.0,0.0,0.0
12,0.0,0.0,0.0
13,0.0,0.0,0.0
14,0.0,0.0,0.0
15,0.0,0.0,0.0
16,0.0,0.0,0.0
17,0.0,0.0,0.0
18,0.0,0.0,0.0
19,0.0,0.0,0.0
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
31,0.0,0.0,0.0
32,0.0,0.0,0.0
33,0.0,0.0,0.0
34,0.0,0.0,0.0
35,0.0,0.0,0.0
36,0.0,0.0,0.0
37,0.0,0.0,0.0
38,0.0,0.0,0.0
39,0.0,0.0,0.0
40,0.0003099428147764602,0.0003099924906734619,0.00030999140133148743
41,0.001539179609265062,0.0015404151814237313,0.0015403931021671525
42,0.004573573367704564,0.0045826581897237964,0.004582493623704141
43,0.01053402563422289,0.010575400758807432,0.010574628895359803
44,0.02071062444715127,0.020852885507213426,0.020850155110649915
45,0.036468892334000164,0.036872576040137287,0.03686461867908649
46,0.05912908731992364,0.06012213994724676,0.06010202251572546
47,0.08982591328444522,0.09200925284467526,0.09196361152432306
48,0.12936319080014488,0.13374185748528825,0.1336466405324213
49,0.17808401299767093,0.18621035191085294,0.18602424973173293
50,0.23577925061375157,0.24988564896603796,0.24953979439781193
51,0.30165409952189476,0.324747091690421,0.3241288362711947
52,0.3743633890341165,0.41025132340608056,0.40917918989367325
53,0.4521134473664499,0.5053476713717447,0.5035344316308994
54,0.5328150603827932,0.6085385173283191,0.605540356752318
55,0.6142624706115722,0.7179763846352746,0.7131286593987619
56,0.6943101903624334,0.8315844242617618,0.8239286210452309
57,0.7710230400597388,0.947184872878535,0.9353963587798659
58,0.8427833694515022,1.0626211175642655,1.044951606241262
59,0.9083497361810113,1.175862186869003,1.150112967143512
60,0.9668704107006841,1.2850829009175935,1.2486232554773782
61,1.017861096013153,1.3887175216273597,1.3385568515354522
62,1.0611587526075574,1.4854882590132406,1.4184013394882151
63,1.0968630321196864,1.5744123232716152,1.4871070295882667
64,1.1252746685486588,1.6547923092043983,1.544100842099005
65,1.1468373490696764,1.726194842258638,1.5892651814263388
66,1.1620868789346335,1.7884218383051094,1.6228868668625556
67,1.1716092881527038,1.8414779900413307,1.64558467924541
68,1.1760080245437383,1.8855372537185695,1.6582257524664488
69,1.1758794783058426,1.9209102061808567,1.6618406960982304
70,1.1717956475179394,1.9480134541345062,1.6575454294120524
71,1.1642926308475274,1.967341911739052,1.646474981701926
72,1.1538636955557382,1.979444301580814,1.6297317486517466
73,1.1409558226876266,1.9849020486555908,1.6083484803846384
74,1.1259688167170734,1.984311549605601,1.5832646529165595
75,1.1092562489392137,1.9782695290032926,1.5553140193975337
76,1.0911276652180169,1.9673613299118213,1.5252207496909314
77,1.0718516229797401,1.9521518591502922,1.493602383910691
78,1.0516592295279106,1.9331788861942856,1.4609766076272865
79,1.030747936876116,1.9109483874811015,1.4277707177567183
80,1.0092854115557017,1.885931631086138,1.3943323304208437
81,0.9874133455445424,1.8585636171156315,1.3609403080164
82,0.9652511104057412,1.82924257450311,1.327815335492471
83,0.9428991840660206,1.7983308762103325,1.2951297519588392
84,0.9204423008353793,1.7661563756940621,1.2630163211152976
85,0.8979522920630734,1.7330144470261701,1.231575926479965
86,0.8754905984920386,1.699170042682908,1.2008841241294865
87,0.8531104467498529,1.6648599002597608,1.1709966433211327
88,0.8308586920244839,1.6302947958403242,1.1419539098702245
89,0.8087773371253784,1.5956616316258994,1.113784617762856
90,0.7869047449886388,1.5611256142574328,1.0865086028981288
91,0.7652765673244739,1.5268322937135979,1.060138895826585
92,0.7439264165447371,1.4929094304006836,1.0346832746073629
93,0.7228863113601982,1.4594686497017078,1.0101453788973256
94,0.7021869287744749,1.4266068300404722,0.9865254703692261
95,0.6818576956380958,1.3944074665927804,0.963820956078687
96,0.6619267532711581,1.3629417248667246,0.9420266638929959
97,0.6424208274099158,1.3322693758595159,0.9211349961623231
98,0.6233650337425742,1.3024396407216372,0.9011360633033141
99,0.6047826465732444,1.2734920668628205,0.8820177256535945
100,0.5866948548534331,1.2454573782586287,0.8637656175369882
101,0.5691205261238603,1.2183580892249248,0.8463631577306393
102,0.5520759949959939,1.1922090794260785,0.82979158520343
103,0.5355748888455175,1.1670181843982923,0.814030090577353
104,0.5196279995500432,1.1427868265640304,0.7990559924407751
105,0.5042432065176918,1.1195106841839324,0.7848449671751035
106,0.4894254530319019,1.0971802843526766,0.7713712318040147
107,0.4751767751608672,1.0757815641085005,0.7586077428036752
108,0.4614963801958065,1.055296408363736,0.7465264150451623
109,0.4483807698094348,1.0357031782608497,0.7350983409075451
110,0.43582390185631503,1.0169772276112126,0.724294033953995
111,0.4238173839396627,0.9990913944751406,0.7140836736443155
112,0.41235069149691816,0.9820164887930541,0.7044373240500953
113,0.40141140314951135,0.9657217599933912,0.6953251568311697
114,0.3909854463547159,0.9501753266456393,0.6867177969582677
115,0.38105734692151383,0.9353445659814543,0.6785864808523031
116,0.3716104766422095,0.921196482151867,0.6709030474185145
117,0.36262729408653105,0.907698034710436,0.6636400987910438
118,0.35408957445171624,0.8948164288380733,0.6567711270654647
119,0.3459786252156373,0.8825193656302508,0.6502706187429197
120,0.33827548516436995,0.8707752569109712,0.6441141435315607
